note0,note1,note2,note3
67,62,55,47
67,62,55,47
67,62,55,47
67,62,55,47
67,63,60,48
67,63,60,48
69,63,60,48
69,63,60,48
70,62,58,43
70,62,58,43
70,64,60,43
70,64,60,43
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
74,67,62,58
74,67,62,58
74,67,62,58
74,67,62,58
72,69,62,54
72,69,62,54
72,69,62,54
72,69,62,54
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
70,67,62,43
70,67,62,43
69,67,60,43
69,67,60,43
67,67,58,55
67,67,58,55
67,67,60,57
67,67,60,57
74,65,62,58
74,65,62,58
74,67,63,58
74,67,63,58
72,69,65,53
72,69,65,53
72,69,65,53
72,69,65,53
74,71,65,50
74,71,65,50
74,71,65,50
74,71,65,50
67,72,67,51
67,72,67,51
69,72,67,53
69,72,67,53
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
72,67,63,48
72,67,63,48
72,67,63,48
72,67,63,48
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
69,66,62,50
69,66,62,50
69,66,62,48
69,66,62,48
74,67,62,46
74,67,62,46
74,67,62,46
74,67,62,46
72,69,54,45
72,69,54,45
72,69,54,45
72,69,54,45
70,62,55,43
70,62,55,43
70,62,55,43
70,62,55,43
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
67,62,58,43
67,62,58,43
69,62,60,43
69,62,60,43
70,67,62,55
70,67,62,55
70,67,62,53
70,67,62,53
70,67,61,51
70,67,61,51
70,65,61,51
70,65,61,51
72,63,60,56
72,63,60,56
72,63,58,55
72,63,58,55
72,65,56,53
72,65,56,53
72,67,55,53
72,67,55,53
74,68,53,58
74,68,53,58
74,68,53,58
74,68,53,58
74,67,65,46
74,67,65,46
74,65,65,46
74,65,65,46
70,67,63,51
70,67,63,51
70,67,63,51
70,67,63,51
74,67,65,47
74,67,65,47
74,67,65,47
74,67,65,47
72,67,63,48
72,67,63,48
72,66,63,48
72,66,63,48
70,67,64,49
70,67,64,49
70,67,64,49
70,67,64,49
69,66,57,50
69,66,57,50
69,66,58,50
69,66,58,50
67,67,60,51
67,67,60,51
69,67,60,51
69,67,60,51
70,67,62,50
70,67,62,50
70,67,63,49
70,67,63,49
69,66,57,50
69,66,57,50
69,66,61,50
69,66,61,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
