note0,note1,note2,note3
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,64,60,48
67,64,60,48
67,62,58,48
67,62,58,48
69,60,57,53
69,60,57,53
69,60,55,52
69,60,55,52
71,62,53,50
71,62,53,50
71,62,53,50
71,62,53,50
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
72,67,60,45
72,67,60,45
72,66,60,45
72,66,60,45
71,67,62,47
71,67,62,47
71,67,62,48
71,67,62,48
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
71,67,62,55
71,67,62,55
72,67,62,55
72,67,62,55
69,67,64,50
69,67,64,50
69,67,64,50
69,67,64,50
69,66,62,52
69,66,62,52
69,66,60,52
69,66,60,52
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
72,67,60,52
72,67,60,52
72,67,60,52
72,67,60,52
71,65,62,50
71,65,62,50
71,65,62,50
71,65,62,50
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
76,67,60,60
76,67,60,60
76,67,59,59
76,67,59,59
74,66,60,57
74,66,60,57
72,66,60,57
72,66,60,57
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
67,67,60,52
67,67,60,52
67,67,60,52
67,67,60,52
69,62,60,54
69,62,60,54
69,62,60,54
69,62,60,54
71,62,59,56
71,62,59,56
71,62,59,56
71,62,59,56
72,60,64,57
72,60,64,57
74,60,65,57
74,60,65,57
76,60,67,55
76,60,67,55
77,69,60,53
77,69,60,53
74,67,60,55
74,67,60,55
74,67,60,55
74,67,60,55
74,67,59,43
74,67,59,43
74,65,59,43
74,65,59,43
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
