note0,note1,note2,note3
67,62,59,55
67,62,59,55
67,64,59,55
67,64,59,55
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
67,65,60,48
67,65,60,48
67,64,60,48
67,64,60,48
65,64,57,50
65,64,57,50
65,62,57,50
65,60,57,50
67,59,55,52
67,59,55,52
67,64,60,52
67,64,59,52
72,64,60,45
72,64,60,45
72,60,65,45
72,60,65,45
74,67,60,43
74,67,60,43
74,65,60,43
74,65,60,43
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,60,57,53
72,60,57,53
72,62,57,53
72,62,57,53
67,64,59,52
67,64,59,52
67,64,60,52
67,64,60,52
71,65,62,50
71,65,62,50
71,65,62,50
71,65,62,50
72,67,64,48
72,67,64,48
72,67,64,48
72,67,64,48
74,67,62,48
74,67,62,48
74,67,62,47
74,67,62,47
76,67,62,48
76,67,62,48
76,67,60,48
76,67,59,48
76,67,60,36
76,67,60,36
76,66,57,36
76,66,57,36
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,43
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
76,67,60,48
76,67,60,48
74,67,59,48
74,67,59,48
72,67,60,52
72,67,60,52
72,67,60,52
72,67,60,52
69,67,60,53
69,67,60,53
69,65,60,53
69,65,60,53
67,65,60,60
67,65,60,60
67,64,60,60
67,64,60,60
71,67,62,55
71,67,62,55
71,67,62,53
71,67,62,53
73,67,64,52
73,67,64,52
73,67,64,52
73,67,64,52
74,69,65,50
74,69,65,50
74,69,65,50
74,69,65,50
67,64,59,52
67,64,59,52
67,64,59,52
67,64,59,52
72,64,57,45
72,64,57,45
72,62,57,47
72,62,57,47
69,64,57,48
69,64,57,48
69,64,57,48
69,64,57,48
65,64,57,50
65,64,57,50
65,62,58,50
65,64,58,50
69,65,60,45
69,65,60,45
69,65,60,45
69,65,60,45
67,65,62,47
67,65,62,47
67,65,62,47
67,65,62,47
67,64,62,48
67,64,62,48
67,64,60,48
67,64,60,48
67,62,60,43
67,62,60,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
