note0,note1,note2,note3
65,62,58,46
65,62,58,46
67,62,58,46
67,62,58,46
68,60,56,53
68,60,56,53
68,62,56,53
68,62,56,53
70,63,55,51
70,63,55,51
70,63,55,51
70,63,55,51
72,63,56,56
72,63,56,56
72,65,56,56
72,65,56,56
70,67,63,55
70,67,63,55
70,67,62,53
70,67,62,53
75,67,60,51
75,67,60,51
75,67,60,53
75,67,60,53
74,67,59,55
74,67,59,55
72,67,59,55
72,67,59,55
72,67,63,48
72,67,63,48
72,67,63,48
72,67,63,48
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
75,67,60,60
75,67,60,60
75,67,60,60
75,67,60,60
74,67,62,58
74,67,62,58
74,67,64,58
74,67,64,58
72,68,65,56
72,68,65,56
72,67,65,56
72,67,65,56
70,65,53,50
70,65,53,50
70,65,55,52
70,65,55,52
68,60,56,53
68,60,56,53
68,65,58,53
68,65,58,53
67,65,60,48
67,65,60,48
67,64,60,48
67,64,60,48
65,60,56,53
65,60,56,53
65,60,56,53
65,60,56,53
65,60,56,53
65,60,56,53
67,60,55,51
67,60,55,51
68,65,53,49
68,65,53,49
68,65,56,48
68,65,56,48
70,67,61,46
70,67,61,46
70,67,61,46
70,67,61,46
72,68,63,44
72,68,63,44
72,68,63,44
72,68,63,44
70,67,63,51
70,67,63,51
70,67,65,50
70,67,65,50
75,72,67,48
75,72,67,48
75,72,67,48
75,72,67,48
74,71,67,55
74,71,67,55
72,71,67,55
72,71,67,55
72,67,63,60
72,67,63,60
72,67,63,60
72,67,63,60
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
75,67,60,48
75,67,60,48
75,72,60,48
75,72,60,48
74,72,53,50
74,72,53,50
74,70,55,52
74,70,55,52
72,70,56,53
72,70,56,53
72,68,56,53
72,68,56,53
70,67,58,49
70,67,58,49
70,64,58,49
70,64,58,49
68,65,60,48
68,65,60,48
68,65,60,46
68,65,60,46
67,64,58,48
67,64,58,48
67,64,56,48
67,64,56,48
65,60,56,41
65,60,56,41
65,60,56,41
65,60,56,41
65,60,56,53
65,60,56,53
65,60,55,51
65,60,55,51
70,65,53,50
70,65,53,50
70,65,53,48
70,65,53,48
70,63,58,46
70,63,58,46
70,62,58,46
70,62,58,46
67,63,58,51
67,63,58,51
67,65,58,51
67,65,58,51
72,67,63,50
72,67,63,50
72,67,63,48
72,67,63,48
72,67,62,55
72,67,62,55
72,67,60,55
72,67,60,55
71,67,62,43
71,67,62,43
71,67,62,43
71,67,62,43
72,67,63,48
72,67,63,48
72,67,63,48
72,67,63,48
72,67,63,60
72,67,63,60
72,67,63,58
72,67,63,58
77,72,63,57
77,72,63,57
77,72,63,57
77,72,63,57
77,70,62,58
77,70,62,58
77,70,62,58
77,70,62,58
79,70,63,51
79,70,63,51
77,70,62,51
77,70,62,51
75,72,60,56
75,72,60,56
75,70,60,55
75,70,60,55
77,68,62,53
77,68,62,53
75,68,60,53
75,68,60,53
74,62,59,55
74,62,59,55
74,63,59,55
74,65,59,55
72,63,55,48
72,63,55,48
72,63,55,48
72,63,55,48
74,67,59,55
74,67,59,55
74,67,59,55
74,67,59,55
75,67,60,60
75,67,60,60
75,67,58,60
75,67,58,60
74,65,56,53
74,65,56,53
74,65,58,55
74,65,58,55
72,63,60,56
72,63,60,56
72,65,62,56
72,65,62,56
70,67,64,55
70,67,64,55
70,67,65,53
70,67,65,53
72,60,67,52
72,60,67,52
70,60,67,52
70,60,67,52
68,65,60,53
68,65,60,53
68,65,60,53
68,65,60,53
67,64,60,48
67,64,60,48
67,64,60,48
67,64,60,48
65,60,56,53
65,60,56,53
67,60,55,51
67,60,55,51
68,65,53,49
68,65,53,49
68,65,56,48
68,65,56,48
70,67,61,46
70,67,61,46
70,67,61,46
70,67,61,46
72,67,60,44
72,67,60,44
70,64,60,44
70,64,60,44
68,65,61,49
68,65,61,49
68,65,61,48
68,65,61,48
70,67,61,46
70,67,61,46
68,65,61,46
68,65,61,46
67,64,55,48
67,64,55,48
67,64,56,48
67,64,58,48
65,60,56,41
65,60,56,41
65,60,56,41
65,60,56,41
77,72,53,57
77,72,53,57
77,72,53,57
77,72,53,57
77,70,62,58
77,70,62,58
77,70,63,60
77,70,63,60
77,70,65,62
77,70,65,62
77,70,62,58
77,70,62,58
79,70,63,51
79,70,63,51
79,70,62,51
79,70,62,51
77,72,60,56
77,72,60,56
77,65,60,56
77,65,60,56
75,67,60,55
75,67,60,55
75,67,60,53
75,67,60,53
74,67,59,55
74,67,59,55
74,65,59,55
74,65,59,55
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
72,64,55,48
