note0,note1,note2,note3
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
66,62,57,50
66,62,57,50
66,62,57,52
66,62,57,52
62,62,57,54
62,62,57,54
62,64,57,55
62,64,57,55
69,66,62,54
69,66,62,54
69,66,62,52
69,66,62,52
69,62,57,54
69,62,57,54
69,62,57,50
69,62,57,50
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,59,55
71,62,59,55
71,62,59,55
71,62,59,55
64,61,57,57
64,61,57,57
64,61,57,55
64,61,57,55
64,61,57,54
64,61,57,54
64,61,57,52
64,61,57,52
69,62,57,54
69,62,57,54
69,62,57,52
69,62,57,52
67,64,57,50
67,64,57,50
67,64,57,49
67,64,57,49
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
64,61,57,45
64,61,57,45
64,61,55,45
64,61,55,45
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
71,67,62,55
71,67,62,55
71,67,62,54
71,67,62,54
71,67,55,52
71,67,55,52
71,66,55,50
71,66,55,50
69,64,57,49
69,64,57,49
69,62,57,47
69,62,57,47
67,64,57,49
67,64,57,49
67,64,57,45
67,64,57,45
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
64,61,57,45
64,61,57,45
64,61,57,45
64,61,57,45
66,62,57,50
66,62,57,50
66,62,57,49
66,62,57,49
68,64,59,50
68,64,59,50
68,64,59,47
68,64,59,47
69,64,57,49
69,64,57,49
69,64,57,49
69,64,57,49
71,66,57,50
71,66,57,50
73,66,57,50
74,66,57,50
73,64,57,52
73,64,57,52
73,64,57,50
73,64,57,50
71,64,56,52
71,64,56,52
71,62,56,38
71,62,56,38
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,62,54,50
69,62,54,50
69,62,52,49
69,62,52,49
69,62,54,50
69,62,54,50
69,62,55,52
69,62,55,52
74,62,57,54
74,62,57,54
74,62,55,52
74,62,55,52
72,62,57,54
72,62,57,54
71,62,54,50
71,62,54,50
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,62,55,55
71,67,62,55
71,67,62,55
71,67,62,54
71,67,62,54
71,67,64,52
71,67,64,52
71,66,64,51
71,66,64,51
71,67,64,52
71,67,64,52
71,69,64,54
71,69,64,54
76,71,59,56
76,71,59,56
76,69,59,54
76,69,59,54
74,71,64,56
74,71,64,56
73,68,64,52
73,68,64,52
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
73,69,64,57
69,62,62,42
69,62,62,42
69,62,62,42
69,62,62,42
71,67,62,43
71,67,62,43
71,67,62,47
71,67,62,47
69,66,62,50
69,66,62,50
69,66,62,52
69,66,62,52
71,66,62,50
71,66,62,50
71,66,62,49
71,66,62,49
73,66,61,47
73,66,61,47
73,66,61,46
73,66,61,46
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
69,66,62,54
69,66,62,54
69,64,61,54
69,64,61,54
71,62,59,55
71,62,59,55
69,62,59,57
69,62,59,57
67,62,59,59
67,62,59,59
66,62,62,55
66,62,62,55
64,62,57,57
64,62,57,57
64,62,57,57
64,62,57,57
64,61,55,45
64,61,55,45
62,61,55,45
62,61,55,45
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
62,57,54,50
