note0,note1,note2,note3
65,62,58,58
65,62,58,58
65,62,58,58
65,62,58,58
70,65,58,50
70,65,58,50
70,65,58,50
70,65,58,50
74,70,65,48
74,70,65,48
72,69,63,48
72,69,63,48
74,70,65,46
74,70,65,46
70,70,65,46
70,70,65,46
79,70,63,51
79,70,63,51
79,70,63,51
79,70,63,51
75,67,58,55
75,67,58,55
75,67,57,53
75,67,57,53
75,67,58,55
75,67,58,55
75,67,60,51
75,67,60,51
77,65,62,58
77,65,62,58
77,65,62,57
77,65,62,57
70,67,62,55
70,67,62,55
70,69,62,55
70,69,62,55
75,70,67,51
75,70,67,51
75,70,67,51
75,70,67,51
72,70,65,53
72,70,65,53
72,70,65,53
72,70,65,53
72,69,65,53
72,69,65,53
72,69,63,53
72,69,63,53
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
72,65,60,57
72,65,60,57
72,65,58,55
72,65,58,55
75,65,60,57
75,65,60,57
75,65,57,53
75,65,57,53
74,65,58,58
74,65,58,58
74,65,58,58
74,65,58,58
72,69,60,53
72,69,60,53
72,69,60,53
72,69,60,53
74,70,53,51
74,70,53,51
72,69,53,51
72,69,53,51
74,70,53,50
74,70,53,50
70,70,53,50
70,70,53,50
69,63,60,48
69,63,60,48
70,63,60,48
70,63,60,48
70,65,58,50
70,65,58,50
70,63,58,48
70,63,58,48
70,65,53,50
70,65,53,50
72,64,55,46
72,64,55,46
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
65,62,58,58
65,62,58,58
65,62,58,58
65,62,58,58
70,65,58,50
70,65,58,50
70,65,58,50
70,65,58,50
74,70,65,48
74,70,65,48
72,69,63,48
72,69,63,48
74,70,65,46
74,70,65,46
70,70,65,46
70,70,65,46
79,70,63,51
79,70,63,51
79,70,63,51
79,70,63,51
75,67,58,55
75,67,58,55
75,67,57,53
75,67,57,53
75,67,58,55
75,67,58,55
75,67,60,51
75,67,60,51
77,65,62,58
77,65,62,58
77,65,62,57
77,65,62,57
70,67,62,55
70,67,62,55
70,69,62,55
70,69,62,55
75,70,67,51
75,70,67,51
75,70,67,51
75,70,67,51
72,70,65,53
72,70,65,53
72,70,65,53
72,70,65,53
72,69,65,53
72,69,65,53
72,69,63,53
72,69,63,53
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
72,65,60,57
72,65,60,57
72,65,58,55
72,65,58,55
75,65,60,57
75,65,60,57
75,65,57,53
75,65,57,53
74,65,58,58
74,65,58,58
74,65,58,58
74,65,58,58
72,69,60,53
72,69,60,53
72,69,60,53
72,69,60,53
74,70,53,51
74,70,53,51
72,69,53,51
72,69,53,51
74,70,53,50
74,70,53,50
70,70,53,50
70,70,53,50
69,63,60,48
69,63,60,48
70,63,60,48
70,63,60,48
70,65,58,50
70,65,58,50
70,63,58,48
70,63,58,48
70,65,53,50
70,65,53,50
72,64,55,46
72,64,55,46
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
72,65,57,41
69,65,60,53
69,65,60,53
69,65,60,51
69,65,60,51
70,65,53,50
70,65,53,50
70,65,53,50
70,65,53,50
72,65,57,51
72,65,57,51
72,65,57,50
72,65,57,50
74,65,58,48
74,65,58,48
74,65,58,46
74,65,58,46
67,63,58,51
67,63,58,51
67,63,58,51
67,63,58,51
79,63,58,51
79,63,58,51
75,67,58,51
75,67,58,51
72,63,60,56
72,63,60,56
71,62,60,56
71,62,60,56
72,63,60,56
72,63,60,56
74,63,60,55
74,63,60,55
74,68,60,53
74,68,60,53
74,68,60,53
74,68,60,53
74,67,59,55
74,67,59,55
75,67,59,55
75,67,59,55
75,67,60,48
75,67,60,48
75,67,60,48
75,67,60,48
75,67,60,48
75,67,60,48
75,67,60,48
75,67,60,48
72,67,60,51
72,67,60,51
72,67,60,51
72,67,60,51
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
70,67,60,53
70,67,60,53
69,67,60,53
69,67,60,53
67,69,60,51
67,69,60,51
65,69,60,51
65,69,60,51
77,70,62,50
77,70,62,50
77,70,62,50
77,70,62,50
77,70,62,55
77,70,62,55
70,70,62,53
70,70,62,53
79,70,63,51
79,70,63,51
79,70,63,50
79,70,63,50
79,70,58,51
79,70,58,51
77,70,58,51
77,70,58,51
74,70,65,53
74,70,65,53
74,70,65,53
74,70,65,53
72,69,63,41
72,69,63,41
70,69,62,41
70,69,62,41
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
70,65,62,46
