note0,note1,note2,note3
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,62,58,53
65,62,58,53
67,64,58,53
67,64,58,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
70,65,62,50
70,65,62,50
70,65,62,50
70,65,62,50
72,65,60,45
72,65,60,45
72,67,60,45
72,67,60,45
72,69,65,57
72,69,65,57
72,69,65,57
72,69,65,57
74,69,65,59
74,69,65,59
74,67,67,59
74,67,67,59
76,70,67,61
76,70,67,61
76,69,61,57
76,69,61,57
77,65,62,62
77,65,62,62
77,65,62,62
77,65,62,62
77,65,62,62
77,65,62,62
77,65,62,62
77,65,62,62
65,62,57,50
65,62,57,50
65,62,57,50
65,62,57,50
65,62,58,50
65,62,58,50
67,64,58,50
67,64,58,50
69,65,57,62
69,65,57,62
69,65,57,62
69,65,57,62
70,67,62,60
70,67,62,60
70,67,62,58
70,67,62,58
72,66,63,57
72,66,63,57
72,67,63,55
72,67,63,55
72,69,62,54
72,69,62,54
72,69,62,50
72,69,62,50
70,69,62,55
70,69,62,55
70,67,62,55
70,67,62,55
69,67,60,57
69,67,60,57
69,65,62,58
69,65,62,58
67,60,64,60
67,60,64,60
67,60,64,60
67,60,64,60
67,60,64,60
67,60,64,60
67,60,64,60
67,60,64,60
69,60,65,53
69,60,65,53
69,60,65,53
69,60,65,53
69,60,63,53
69,60,63,53
69,60,63,53
69,60,63,53
65,62,62,58
65,62,62,58
65,64,62,60
65,64,62,60
65,65,62,58
65,65,62,58
65,65,60,57
65,65,60,57
70,65,58,55
70,65,58,55
70,64,60,55
70,64,60,55
69,65,62,53
69,65,62,53
69,65,62,52
69,65,62,52
67,65,62,50
67,65,62,50
67,65,62,50
67,65,62,50
67,64,60,52
67,64,60,52
67,64,58,52
67,64,58,52
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
72,65,57,57
72,65,57,57
72,65,58,57
72,65,58,57
72,65,60,57
72,65,60,57
72,65,60,58
72,65,60,58
67,65,60,60
67,65,60,60
67,64,60,60
67,64,60,60
69,63,60,54
69,63,60,54
69,62,60,54
69,62,60,54
70,62,58,55
70,62,58,55
70,62,58,53
70,62,58,53
70,67,58,51
70,67,58,51
70,67,58,50
70,67,58,50
69,67,63,48
69,67,63,48
69,67,63,48
69,67,63,48
69,66,62,50
69,66,62,50
67,66,62,50
67,66,60,50
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
72,65,57,45
72,65,57,45
72,65,60,45
72,65,60,45
72,65,65,45
72,65,65,45
72,63,65,45
72,63,65,45
74,62,65,46
74,62,65,46
74,65,65,58
74,65,65,58
76,70,67,57
76,70,67,57
76,70,67,55
76,70,67,55
77,69,65,62
77,69,65,62
77,67,64,46
77,67,64,46
69,65,62,62
69,65,62,62
69,65,62,60
69,65,62,60
67,65,62,58
67,65,62,58
67,65,62,55
67,65,62,55
67,64,60,60
67,64,60,60
67,64,58,48
67,64,58,48
65,60,57,53
65,60,57,53
65,60,57,53
65,60,57,53
65,60,57,53
65,60,57,53
65,60,57,53
65,60,57,53
