note0,note1,note2,note3
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
64,64,57,48
64,64,57,48
64,64,57,48
64,64,57,48
71,68,62,47
71,68,62,47
71,68,62,47
71,68,62,47
72,69,64,45
72,69,64,45
72,69,64,45
72,69,64,45
71,67,62,47
71,67,62,47
69,66,62,47
69,66,62,47
67,64,64,48
67,64,64,48
67,64,62,47
67,64,62,47
69,66,60,45
69,66,60,45
69,66,60,45
69,66,60,45
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
74,71,65,55
74,71,65,55
74,71,65,53
74,71,65,53
72,72,67,52
72,72,67,52
71,72,67,52
71,72,67,52
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
67,64,60,48
67,64,60,48
67,64,59,48
67,64,59,48
65,62,57,50
65,62,57,50
65,60,57,50
65,60,57,50
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
71,64,56,50
64,64,57,48
64,64,57,48
64,64,57,48
64,64,57,48
71,68,62,47
71,68,62,47
71,68,62,47
71,68,62,47
72,69,64,45
72,69,64,45
72,69,64,45
72,69,64,45
71,67,62,47
71,67,62,47
69,66,62,47
69,66,62,47
67,64,64,48
67,64,64,48
67,64,62,47
67,64,62,47
69,66,60,45
69,66,60,45
69,66,60,45
69,66,60,45
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
74,71,65,55
74,71,65,55
74,71,65,53
74,71,65,53
72,72,67,52
72,72,67,52
71,72,67,52
71,72,67,52
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
67,64,60,48
67,64,60,48
67,64,59,48
67,64,59,48
65,62,57,50
65,62,57,50
65,60,57,50
65,60,57,50
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
69,64,57,60
69,64,57,60
69,64,57,60
69,64,57,60
69,64,57,60
69,64,57,60
69,64,57,60
69,64,57,60
67,62,59,59
67,62,59,59
67,62,59,59
67,62,59,59
72,64,60,57
72,64,60,57
72,66,60,57
72,66,60,57
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
69,69,62,53
69,69,62,53
69,69,64,52
69,69,64,52
74,71,65,50
74,71,65,50
72,69,65,50
72,69,65,50
71,68,59,52
71,68,59,52
71,68,59,52
71,68,59,52
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
71,67,64,52
71,67,64,52
71,67,64,52
71,67,64,52
72,67,64,50
72,67,64,50
72,67,64,48
72,67,64,48
74,67,62,47
74,67,62,47
74,65,62,47
74,65,62,47
67,64,60,48
67,64,60,48
67,64,60,48
67,64,60,48
71,62,54,50
71,62,54,50
71,62,55,50
71,62,55,50
69,60,55,50
69,60,55,50
69,60,54,50
69,60,54,50
67,59,55,43
67,59,55,43
67,59,55,43
67,59,55,43
67,59,55,43
67,59,55,43
67,59,55,43
67,59,55,43
67,64,55,48
67,64,55,48
67,64,55,48
67,64,55,48
67,64,55,48
67,64,55,48
67,64,55,48
67,64,55,48
72,64,57,45
72,64,57,45
72,64,57,45
72,64,57,45
71,64,56,52
71,64,56,52
71,62,56,52
71,62,56,52
69,60,57,53
69,60,57,53
69,60,57,53
69,60,57,53
64,60,55,48
64,60,55,48
64,60,55,48
64,60,55,48
67,62,55,46
67,62,55,46
67,62,55,46
67,62,55,46
65,62,57,45
65,62,57,45
65,62,57,45
65,62,57,45
64,62,59,44
64,62,59,44
64,62,59,44
64,62,59,44
64,60,57,45
64,60,57,45
64,60,57,45
64,60,57,45
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
