note0,note1,note2,note3
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
71,59,54,52
71,59,54,52
71,59,54,50
71,59,54,50
71,64,55,48
71,64,55,48
71,63,55,48
71,63,55,48
69,64,54,48
69,64,54,48
69,64,52,48
69,64,52,48
71,63,54,47
71,63,54,47
71,63,54,57
71,63,54,57
64,64,59,55
64,64,59,55
66,63,57,54
66,63,57,54
67,64,59,52
67,64,59,52
67,64,59,50
67,64,59,50
67,64,64,48
67,64,64,48
67,64,62,47
67,64,62,47
67,64,61,46
67,64,61,46
67,64,61,46
67,64,61,46
66,64,54,47
66,64,54,47
66,63,59,47
66,63,57,47
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
64,59,55,40
67,64,59,52
67,64,59,52
67,64,59,50
67,64,59,50
67,64,60,48
67,64,60,48
67,64,60,48
67,64,60,48
67,62,55,47
67,62,55,47
67,62,55,47
67,62,55,47
64,60,55,48
64,60,55,48
64,60,55,48
64,60,55,48
67,62,55,48
67,62,55,48
67,62,57,47
67,62,59,47
69,64,60,45
69,64,60,45
69,66,60,45
69,66,60,45
71,67,62,43
71,67,62,43
71,67,64,43
71,67,62,43
69,67,60,45
69,67,59,45
69,66,60,45
69,66,60,45
67,66,59,47
67,66,59,47
67,64,59,47
67,64,59,47
66,64,59,47
66,64,59,47
66,63,59,47
66,63,57,47
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
67,64,59,52
67,64,59,52
67,64,60,52
67,64,60,52
67,67,62,47
67,67,62,47
67,66,62,47
67,66,62,47
67,64,60,48
67,64,60,48
67,64,60,50
67,64,60,50
64,60,55,52
64,60,55,52
64,60,55,50
64,60,55,50
67,64,55,48
67,64,55,48
67,62,55,47
67,62,55,47
69,64,60,45
69,64,60,45
69,66,60,45
69,66,60,45
71,67,62,43
71,67,62,43
71,67,62,43
71,67,62,43
69,67,62,50
69,67,62,50
69,66,62,50
69,66,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
74,67,62,50
74,67,62,50
74,65,62,50
74,65,62,50
76,64,60,48
76,64,60,48
76,64,59,48
76,64,59,48
74,66,57,50
74,66,57,50
72,66,57,50
72,66,57,50
71,67,55,52
71,67,55,52
69,63,60,52
69,63,60,52
67,64,59,52
67,64,59,52
69,62,57,54
69,62,57,54
71,62,55,55
71,62,55,55
71,67,62,47
71,67,62,47
69,67,64,49
69,67,64,49
69,66,59,51
69,66,59,51
67,66,59,52
67,66,59,52
67,64,59,43
67,64,59,43
66,64,60,45
66,64,60,45
66,63,59,47
66,63,57,47
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
64,59,56,40
