note0,note1,note2,note3
69,65,62,62
69,65,62,62
69,65,62,60
69,65,62,60
74,65,62,58
74,65,62,58
74,67,64,58
74,67,64,58
72,69,65,57
72,69,65,57
72,69,65,57
72,69,65,57
70,62,67,55
70,62,67,55
70,64,67,55
70,64,67,55
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
67,65,62,46
67,65,62,46
67,65,62,46
67,65,62,46
67,64,60,48
67,64,60,48
67,64,60,48
67,64,60,48
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
76,69,64,49
76,69,64,49
76,69,64,49
76,69,64,49
77,69,64,50
77,69,64,50
77,69,64,52
77,69,64,52
77,69,62,53
77,69,62,53
77,69,62,55
77,69,62,55
76,69,62,57
76,69,62,57
74,69,62,57
74,69,62,57
76,69,61,45
76,69,61,45
76,67,61,45
76,67,61,45
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
69,65,62,62
69,65,62,62
69,65,62,60
69,65,62,60
74,65,62,58
74,65,62,58
74,67,64,58
74,67,64,58
72,69,65,57
72,69,65,57
72,69,65,57
72,69,65,57
70,62,67,55
70,62,67,55
70,64,67,55
70,64,67,55
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
67,65,62,46
67,65,62,46
67,65,62,46
67,65,62,46
67,64,60,48
67,64,60,48
67,64,60,48
67,64,60,48
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
76,69,64,49
76,69,64,49
76,69,64,49
76,69,64,49
77,69,64,50
77,69,64,50
77,69,64,52
77,69,64,52
77,69,62,53
77,69,62,53
77,69,62,55
77,69,62,55
76,69,62,57
76,69,62,57
74,69,62,57
74,69,62,57
76,69,61,45
76,69,61,45
76,67,61,45
76,67,61,45
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
74,65,57,50
77,69,62,50
77,69,62,50
77,69,60,50
77,69,60,50
76,67,58,55
76,67,58,55
74,67,58,55
74,67,58,55
72,67,60,57
72,67,60,57
72,65,60,57
72,65,60,57
74,65,60,58
74,65,60,58
74,65,60,57
74,65,60,57
76,70,58,55
76,70,58,55
76,70,60,55
76,70,60,55
77,70,62,53
77,70,62,53
77,70,62,53
77,70,62,53
77,69,60,53
77,69,60,53
77,67,58,53
77,67,58,53
77,69,60,53
77,69,60,53
77,69,60,53
77,69,60,53
72,69,65,53
72,69,65,53
72,69,63,53
72,69,63,53
74,69,62,58
74,69,62,58
74,67,62,58
74,67,62,58
72,69,62,54
72,69,62,54
72,69,62,54
72,69,62,54
70,67,62,55
70,67,62,55
69,66,62,55
69,66,62,55
70,67,62,43
70,67,62,43
70,67,62,43
70,67,62,43
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
77,67,62,47
77,67,62,47
77,67,62,47
77,67,62,47
76,67,60,48
76,67,60,48
77,67,62,48
77,67,62,48
79,72,64,60
79,72,64,60
79,72,64,59
79,72,64,59
77,72,65,57
77,72,65,57
77,72,65,57
77,72,65,57
76,72,67,55
76,72,67,55
76,72,67,55
76,72,67,55
74,72,69,53
74,72,69,53
74,72,69,53
74,72,69,53
74,71,67,55
74,71,67,55
74,71,67,55
74,71,67,55
76,72,67,48
76,72,67,48
76,72,67,48
76,72,67,48
69,65,60,53
69,65,60,53
69,64,60,53
69,64,60,53
70,62,58,55
70,62,58,55
70,64,58,55
70,64,58,55
69,65,60,57
69,65,60,57
69,65,60,58
69,65,60,58
67,65,60,60
67,65,60,60
67,65,58,60
67,65,57,60
72,64,55,48
72,64,55,48
72,64,60,48
72,64,60,48
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
