note0,note1,note2,note3
69,64,60,45
69,64,60,45
69,65,62,45
69,65,62,45
69,64,60,57
69,64,60,57
69,64,59,57
69,64,59,57
69,64,57,53
69,64,57,53
69,62,57,53
69,62,57,53
76,64,57,48
76,64,57,48
76,64,60,48
76,64,60,48
74,65,59,50
74,65,59,50
74,65,57,50
74,65,57,50
76,64,59,44
76,64,59,44
76,64,59,44
76,64,59,44
72,64,57,45
72,64,57,45
72,64,57,45
72,64,57,45
71,64,56,52
71,64,56,52
71,64,56,52
71,64,56,52
69,64,57,48
69,64,57,48
71,64,57,47
71,64,57,47
72,69,64,45
72,69,64,45
72,69,64,45
72,69,64,45
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
72,69,64,57
72,69,64,57
74,69,64,59
74,69,64,59
76,67,64,60
76,67,64,60
76,69,64,60
76,69,64,60
74,71,64,56
74,71,64,56
74,71,64,56
74,71,64,56
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
72,69,64,57
72,69,64,57
71,69,64,55
71,69,64,55
69,62,57,54
69,62,57,54
69,64,57,52
69,64,57,52
69,66,62,50
69,66,62,50
69,66,62,48
69,66,62,48
74,66,62,47
74,66,62,47
72,66,62,47
72,66,62,47
71,67,64,52
71,67,64,52
72,67,64,48
72,67,64,48
69,67,62,50
69,67,62,50
69,67,60,50
69,67,59,50
69,66,60,50
69,66,60,50
69,66,60,50
69,66,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,64,60,48
67,64,60,48
67,65,60,50
67,65,60,50
72,67,55,52
72,67,55,52
72,67,57,53
72,67,57,53
71,62,59,55
71,62,59,55
71,62,57,53
71,62,57,53
72,64,55,52
72,64,55,52
74,65,55,52
74,65,55,52
76,67,60,50
76,67,60,50
76,67,60,48
76,67,60,48
74,68,62,47
74,68,62,47
74,68,62,47
74,68,62,47
72,69,64,45
72,69,64,45
72,69,64,45
72,69,64,45
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
69,64,60,57
69,64,60,57
71,64,59,55
71,64,59,55
72,62,57,54
72,62,57,54
72,62,57,52
72,62,57,52
71,62,59,55
71,62,59,55
71,62,57,53
71,62,57,53
72,64,55,52
72,64,55,52
74,65,55,50
74,65,55,50
76,67,60,48
76,67,60,48
76,67,60,47
76,67,60,47
74,65,60,45
74,65,60,45
74,64,59,44
74,64,59,44
72,64,59,45
72,64,59,45
72,64,57,45
72,64,57,45
71,64,56,52
71,64,56,52
71,64,56,52
71,64,56,52
76,68,59,52
76,68,59,52
76,68,59,52
76,68,59,52
76,69,60,57
76,69,60,57
76,69,60,55
76,69,60,55
76,67,61,53
76,67,61,53
76,67,61,52
76,67,61,52
74,65,62,50
74,65,62,50
72,65,62,52
72,65,62,52
71,65,62,50
71,65,62,50
72,64,64,48
72,64,64,48
71,65,62,50
71,65,62,50
68,65,62,47
68,65,62,47
69,64,60,48
69,64,60,48
71,65,57,50
71,65,57,50
71,64,56,52
71,64,56,52
71,65,57,50
71,65,57,50
71,64,57,52
71,64,57,52
71,62,56,52
71,62,56,52
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
