note0,note1,note2,note3
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
72,69,64,57
72,69,64,57
72,69,64,57
72,69,64,57
71,71,64,57
71,71,64,57
71,71,64,56
71,71,64,56
72,71,64,57
72,71,64,57
72,69,64,45
72,69,64,45
74,69,62,47
74,69,62,47
74,67,62,47
74,67,62,47
76,67,62,48
76,67,62,48
76,67,60,50
76,67,59,50
76,67,60,52
76,67,60,52
76,67,60,53
76,67,60,53
74,67,59,55
74,67,59,55
74,65,59,55
74,65,59,55
72,64,59,57
72,64,59,57
72,64,57,57
72,64,57,57
71,64,57,52
71,64,57,52
71,64,57,52
71,64,57,52
71,64,56,52
71,64,56,52
71,64,54,52
71,64,54,52
71,64,56,40
71,64,56,40
71,64,56,40
71,64,56,40
71,64,56,52
71,64,56,52
71,64,56,50
71,64,56,50
76,64,57,48
76,64,57,48
76,64,57,48
76,64,57,48
74,66,57,48
74,66,57,48
74,66,57,48
74,66,57,48
74,68,59,47
74,68,59,47
74,68,59,47
74,68,59,47
72,69,60,45
72,69,60,45
72,69,62,45
72,69,62,45
71,69,64,52
71,69,64,52
71,68,64,52
71,68,64,52
72,69,64,57
72,69,64,57
72,69,64,55
72,69,64,55
74,69,62,53
74,69,62,53
74,68,62,53
74,68,62,53
72,69,64,52
72,69,64,52
72,69,64,52
72,69,64,52
71,69,65,50
71,69,65,50
71,69,65,50
71,69,65,50
71,69,64,52
71,69,64,52
71,68,64,52
71,68,62,52
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
69,64,61,45
