note0,note1,note2,note3
67,62,59,55
67,62,59,55
67,62,59,54
67,62,59,54
67,64,59,52
67,64,59,52
67,67,59,52
67,67,59,52
69,67,62,50
69,67,62,50
69,66,62,50
69,66,62,50
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,43
71,67,62,43
71,67,62,43
71,67,62,43
72,67,60,45
72,67,60,45
72,66,60,45
72,66,60,45
71,67,62,47
71,67,62,47
71,67,62,48
71,67,62,48
69,67,62,50
69,67,62,50
69,67,62,50
69,67,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,66,59,52
67,66,59,52
67,64,59,52
67,64,59,52
69,64,57,54
69,64,57,54
69,62,57,54
69,62,57,54
71,62,57,55
71,62,57,55
71,62,55,55
71,62,55,55
69,62,55,50
69,62,55,50
69,62,54,50
69,62,54,50
67,62,55,52
67,62,55,52
67,62,59,52
67,62,59,52
67,61,57,52
67,61,57,52
67,61,55,52
67,61,55,52
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,62,54
69,62,62,54
69,62,60,54
69,62,60,54
71,62,59,55
71,62,59,55
71,64,61,55
71,64,61,55
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,66,59,52
67,66,59,52
67,64,59,52
67,64,59,52
67,62,59,47
67,62,59,47
67,64,57,48
67,64,57,48
66,62,57,50
66,62,57,50
66,62,59,50
66,62,59,50
66,62,60,50
66,62,60,50
66,62,60,50
66,62,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
71,67,62,55
71,67,62,55
71,67,62,54
71,67,62,54
72,67,64,52
72,67,64,52
72,69,62,54
72,69,62,54
71,69,62,55
71,69,62,55
71,67,62,55
71,67,62,55
69,67,62,50
69,67,62,50
69,66,62,50
69,64,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,59,51
69,66,59,51
69,66,59,47
69,66,59,47
67,66,59,52
67,66,59,52
67,66,59,54
67,66,59,54
67,64,59,55
67,64,59,55
67,64,59,57
67,64,59,57
66,64,59,59
66,64,59,59
66,64,59,59
66,64,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,63,59,59
66,66,59,51
66,66,59,51
66,66,57,51
66,66,57,51
67,59,55,52
67,59,55,52
67,64,60,52
67,64,60,52
66,63,60,47
66,63,60,47
66,63,59,47
66,63,59,47
64,64,59,48
64,64,59,48
64,64,57,48
64,64,57,48
64,59,55,43
64,59,55,43
64,60,54,45
64,60,54,45
63,59,54,47
63,59,54,47
63,59,55,47
63,59,55,47
63,59,57,47
63,59,57,47
63,59,57,47
63,59,57,47
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
67,59,55,52
67,59,55,52
67,60,57,52
67,60,57,52
67,62,59,47
67,62,59,47
67,64,57,48
67,64,57,48
66,62,57,50
66,62,59,50
66,62,60,50
66,62,60,50
67,62,60,43
67,62,60,43
67,62,60,43
67,62,60,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,0,43
67,62,0,43
67,62,0,43
67,62,0,43
71,67,62,55
71,67,62,55
71,67,64,55
71,67,64,55
72,69,64,55
72,69,64,55
72,69,62,54
72,69,62,54
71,69,62,55
71,69,62,55
71,67,62,55
71,67,62,55
69,67,62,50
69,67,62,50
69,67,62,50
69,67,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,48
69,66,62,48
69,66,62,48
69,66,62,48
67,67,62,47
67,67,62,47
67,67,62,47
67,67,62,47
69,62,62,42
69,62,62,42
69,62,60,42
69,62,60,42
71,62,59,43
71,62,59,43
71,64,60,43
71,64,60,43
69,66,62,50
69,66,62,50
69,64,62,48
69,64,62,48
67,62,55,47
67,62,55,47
67,60,57,45
67,60,57,45
67,62,59,43
67,62,59,43
67,64,60,43
67,64,59,43
69,66,57,50
69,66,57,50
69,66,57,50
69,66,57,50
69,69,62,54
69,69,62,54
69,69,62,54
69,69,62,54
71,69,62,55
71,69,62,55
71,67,62,55
71,67,62,55
69,67,62,50
69,67,62,50
69,66,62,50
69,66,62,50
67,66,59,52
67,66,59,52
67,64,59,52
67,64,59,52
67,62,59,47
67,62,59,47
67,64,57,48
67,64,57,48
66,62,57,50
66,62,57,50
66,62,59,50
66,62,59,50
66,62,60,50
66,62,60,50
66,62,60,50
66,62,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
