note0,note1,note2,note3
73,69,64,57
73,69,64,57
71,68,64,57
71,68,64,57
69,66,66,62
69,66,66,62
69,66,64,61
69,66,64,61
71,66,62,59
71,66,62,59
71,68,62,59
71,68,62,59
73,69,64,57
73,69,64,57
74,69,64,57
74,69,64,57
76,69,57,49
76,69,57,49
76,64,57,49
76,64,57,49
74,66,57,47
74,66,57,47
74,66,57,47
74,66,57,47
74,64,56,52
74,64,56,52
74,64,56,52
74,64,56,52
73,64,57,45
73,64,57,45
73,64,57,45
73,64,57,45
73,69,64,57
73,69,64,57
74,69,64,59
74,69,64,59
76,69,64,61
76,69,64,61
76,68,64,61
76,68,64,61
76,69,64,49
76,69,64,49
76,71,64,50
76,71,64,50
71,68,64,52
71,68,64,52
71,66,62,52
71,66,62,52
73,64,61,57
73,64,61,57
71,64,61,56
71,64,61,56
69,64,61,54
69,64,61,54
69,64,61,54
69,64,61,54
69,63,59,47
69,63,59,47
69,63,59,47
69,63,59,47
68,64,59,52
68,64,59,52
68,64,59,52
68,64,59,52
64,59,56,52
64,59,56,52
64,59,56,50
64,59,56,50
69,64,57,49
69,64,57,49
69,66,57,50
69,66,57,50
71,68,62,49
71,68,62,49
71,68,62,47
71,68,62,47
73,69,64,45
73,69,64,45
71,68,62,45
71,68,62,45
73,69,64,57
73,69,64,57
74,71,66,50
74,71,66,50
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
71,68,64,52
73,68,65,49
73,68,65,49
71,68,65,49
71,68,65,49
69,66,61,54
69,66,61,54
69,66,62,54
69,66,62,54
71,64,61,56
71,64,61,56
71,64,59,56
71,64,59,56
73,64,57,57
73,64,57,57
74,62,57,59
74,62,57,59
76,61,57,57
76,61,57,57
76,61,57,56
76,61,57,56
74,61,57,54
74,61,57,54
74,59,66,54
74,57,66,54
74,59,66,56
74,59,66,56
74,59,64,56
74,59,64,56
73,57,64,57
73,57,64,57
73,57,64,57
73,57,64,57
73,69,66,54
73,69,66,54
74,69,66,54
74,69,66,54
76,71,64,56
76,71,64,56
76,73,64,57
76,73,64,57
76,71,59,56
76,71,59,56
76,69,59,54
76,69,59,54
71,68,59,52
71,68,59,52
71,66,57,54
71,66,57,54
73,68,56,52
73,68,56,52
71,68,54,51
71,68,54,51
69,68,52,49
69,68,52,49
69,66,61,49
69,64,61,49
69,66,61,51
69,66,61,51
69,66,59,51
69,66,59,51
68,64,59,52
68,64,59,52
68,64,59,52
68,64,59,52
64,64,61,49
64,64,61,49
64,62,59,49
64,62,59,49
69,61,57,54
69,61,57,54
69,62,57,54
69,62,57,54
71,61,56,52
71,61,56,52
71,59,54,50
71,59,54,50
73,57,52,49
73,57,52,49
74,57,52,47
74,57,52,47
76,69,52,49
76,69,52,49
74,69,54,50
74,69,54,50
73,64,56,52
73,64,56,52
73,66,57,50
73,66,57,50
71,59,57,52
71,59,57,52
71,64,56,52
71,64,56,52
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
