note0,note1,note2,note3
64,64,55,52
64,64,55,52
64,64,59,52
64,64,59,52
69,64,57,53
69,64,57,53
69,62,60,53
69,62,60,53
67,62,59,55
67,62,59,55
67,62,59,55
67,62,59,55
65,62,60,45
65,62,60,45
65,62,55,47
65,62,55,47
64,60,55,48
64,60,55,48
64,59,55,48
64,59,55,48
62,57,57,41
62,57,57,41
62,57,53,41
62,57,53,41
62,57,50,41
62,57,50,41
62,57,62,41
62,57,62,41
64,59,62,40
64,59,62,40
64,59,59,40
64,59,59,40
71,64,56,52
71,64,56,52
71,64,56,52
71,64,56,52
72,64,57,57
72,64,57,57
72,64,57,55
72,64,57,55
72,65,57,53
72,65,57,53
72,65,60,52
72,65,60,52
71,65,62,50
71,65,62,50
71,65,50,47
71,65,50,47
71,64,55,52
71,64,55,52
71,62,53,52
71,62,53,52
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,62,53,45
69,62,53,45
69,62,53,45
69,62,55,45
69,62,57,45
69,62,57,45
69,60,57,45
69,60,57,45
64,64,55,52
64,64,55,52
64,64,59,52
64,64,59,52
69,64,57,53
69,64,57,53
69,62,60,53
69,62,60,53
67,62,59,55
67,62,59,55
67,62,59,55
67,62,59,55
65,62,60,45
65,62,60,45
65,62,55,47
65,62,55,47
64,60,55,48
64,60,55,48
64,59,55,48
64,59,55,48
62,57,57,41
62,57,57,41
62,57,53,41
62,57,53,41
62,57,50,41
62,57,50,41
62,57,62,41
62,57,62,41
64,59,62,40
64,59,62,40
64,59,59,40
64,59,59,40
71,64,56,52
71,64,56,52
71,64,56,52
71,64,56,52
72,64,57,57
72,64,57,57
72,64,57,55
72,64,57,55
72,65,57,53
72,65,57,53
72,65,60,52
72,65,60,52
71,65,62,50
71,65,62,50
71,65,50,47
71,65,50,47
71,64,55,52
71,64,55,52
71,62,53,52
71,62,53,52
69,61,52,45
69,61,52,45
69,61,52,45
69,61,52,45
69,62,53,45
69,62,53,45
69,62,53,45
69,62,55,45
69,62,57,45
69,62,57,45
69,60,57,45
69,60,57,45
72,69,64,57
72,69,64,57
72,67,64,57
72,67,64,57
71,65,62,50
71,65,62,50
72,65,62,50
74,65,62,50
67,64,62,52
67,64,62,52
67,64,60,52
67,64,60,52
69,64,60,53
69,64,60,53
69,60,60,53
69,60,60,53
71,65,62,50
71,65,62,50
71,65,62,50
71,65,62,50
72,67,55,48
72,67,55,48
72,67,55,48
72,67,55,48
72,67,57,48
72,67,57,48
72,65,59,48
72,65,59,48
72,64,60,48
72,64,60,48
72,64,60,48
72,64,60,48
67,60,60,52
67,60,60,52
67,60,60,52
67,60,60,52
69,60,53,53
69,60,53,53
69,60,53,53
69,60,53,53
67,60,55,48
67,60,55,48
67,58,55,48
67,58,55,48
69,57,52,49
69,57,52,49
69,57,52,49
69,57,52,49
65,57,53,50
65,57,53,50
65,57,55,50
65,57,55,50
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
64,57,57,45
72,64,57,45
72,64,57,45
72,64,57,45
72,64,57,45
71,64,59,52
71,64,59,52
71,64,59,52
71,64,59,52
74,62,59,47
74,62,59,47
74,62,59,47
74,62,59,47
72,64,59,48
72,64,59,48
72,66,57,50
72,66,57,50
71,67,64,52
71,67,64,52
71,68,62,52
71,68,62,52
69,69,60,53
69,69,60,53
69,69,61,53
69,69,61,53
69,57,62,53
69,57,62,53
69,57,62,53
69,57,62,53
71,64,56,52
71,64,56,52
71,64,56,52
71,64,56,52
64,64,57,57
64,64,57,57
64,61,55,57
64,61,55,57
65,57,53,50
65,57,53,50
65,59,55,50
65,59,55,50
64,60,57,45
64,60,57,45
64,60,57,43
64,60,57,43
62,62,57,41
62,62,57,41
62,62,57,42
62,62,57,42
67,62,59,43
67,62,59,43
67,60,59,43
67,60,59,43
64,59,59,44
64,59,59,44
64,59,56,44
64,59,56,44
64,59,52,45
64,59,52,45
64,59,60,45
64,57,60,45
64,59,59,40
64,59,59,40
64,59,59,40
64,59,59,40
64,59,59,40
64,59,59,40
64,59,59,40
64,59,59,40
