note0,note1,note2,note3
71,67,64,52
71,67,64,52
71,67,64,52
71,67,64,52
71,66,59,50
71,66,59,50
71,66,59,50
71,66,59,50
69,64,60,48
69,64,60,48
69,63,54,48
69,63,54,48
67,64,55,48
67,64,55,48
67,64,55,47
67,64,55,47
66,64,60,45
66,64,60,45
66,64,60,45
66,64,60,45
66,63,59,47
66,63,59,47
66,63,57,47
66,63,57,47
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
71,67,64,52
71,67,64,52
71,66,62,52
71,66,62,52
73,64,61,57
73,64,61,57
73,64,59,55
73,64,59,55
74,62,57,54
74,62,57,54
74,62,57,54
74,62,57,54
71,62,55,55
71,62,55,55
71,62,57,54
71,62,57,54
76,67,59,52
76,67,59,52
76,69,59,54
76,69,59,54
76,71,67,55
76,71,67,55
76,71,67,57
76,71,67,57
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
76,67,64,60
76,67,64,60
78,69,64,60
78,69,64,60
79,71,64,59
79,71,64,59
79,71,64,57
79,71,64,57
78,71,64,59
78,71,64,59
78,71,64,59
78,71,64,59
78,71,63,47
78,71,63,47
78,69,63,47
78,69,63,47
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
71,67,64,52
71,67,64,52
71,67,64,52
71,67,64,52
71,66,59,50
71,66,59,50
71,66,59,50
71,66,59,50
69,64,60,48
69,64,60,48
69,63,54,48
69,63,54,48
67,64,55,48
67,64,55,48
67,64,55,47
67,64,55,47
66,64,60,45
66,64,60,45
66,64,60,45
66,64,60,45
66,63,59,47
66,63,59,47
66,63,57,47
66,63,57,47
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
71,67,64,52
71,67,64,52
71,66,62,52
71,66,62,52
73,64,61,57
73,64,61,57
73,64,59,55
73,64,59,55
74,62,57,54
74,62,57,54
74,62,57,54
74,62,57,54
71,62,55,55
71,62,55,55
71,62,57,54
71,62,57,54
76,67,59,52
76,67,59,52
76,69,59,54
76,69,59,54
76,71,67,55
76,71,67,55
76,71,67,57
76,71,67,57
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
75,71,66,59
76,67,64,60
76,67,64,60
78,69,64,60
78,69,64,60
79,71,64,59
79,71,64,59
79,71,64,57
79,71,64,57
78,71,64,59
78,71,64,59
78,71,64,59
78,71,64,59
78,71,63,47
78,71,63,47
78,69,63,47
78,69,63,47
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
76,67,59,52
71,67,64,52
71,67,64,52
71,67,64,54
71,67,64,54
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
72,69,62,54
72,69,62,54
72,69,62,54
72,69,62,54
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
69,67,64,48
69,67,64,48
69,67,64,48
69,67,64,48
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
71,67,62,55
71,67,62,55
71,67,62,55
71,67,62,55
73,67,64,54
73,67,64,54
73,67,64,52
73,67,64,52
74,69,62,54
74,69,62,54
74,69,62,54
74,69,62,54
71,67,62,55
71,67,62,55
71,69,62,54
71,69,62,54
76,71,67,52
76,71,67,52
76,71,67,52
76,71,67,52
74,71,66,47
74,71,66,47
73,71,66,47
73,71,66,47
73,71,67,52
73,71,67,52
73,71,67,52
73,71,67,52
73,70,66,54
73,70,66,54
73,70,64,54
73,70,64,54
71,66,63,47
71,66,63,47
71,66,63,47
71,66,63,47
71,66,63,47
71,66,63,47
71,66,63,47
71,66,63,47
71,67,64,52
71,67,64,52
71,67,64,52
71,67,64,52
71,66,66,50
71,66,66,50
71,66,67,50
71,66,67,50
69,64,69,48
69,64,69,48
69,64,57,48
69,64,57,48
67,64,59,47
67,64,59,47
66,64,59,47
66,64,59,47
66,64,60,45
66,64,60,45
66,64,60,45
66,64,60,45
66,63,59,47
66,63,59,47
66,63,57,47
66,63,57,47
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
