note0,note1,note2,note3
73,66,58,54
73,66,58,54
73,66,58,54
73,66,58,54
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
73,66,58,54
73,66,58,54
73,64,58,54
73,64,58,54
71,62,59,55
71,62,59,55
71,62,59,55
71,62,59,55
73,69,57,54
73,69,57,54
74,69,59,54
74,69,59,54
76,67,61,52
76,67,61,52
76,67,61,52
76,67,61,52
78,66,62,50
78,66,62,50
78,68,62,50
78,68,62,50
76,69,64,49
76,69,64,49
76,69,66,49
76,69,66,49
74,71,68,47
74,71,68,47
74,71,68,47
74,71,68,47
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
76,66,61,46
76,66,61,46
76,66,61,46
76,66,61,46
74,66,59,47
74,66,59,47
74,66,57,47
74,66,57,47
73,64,55,52
73,64,55,52
73,64,55,52
73,64,55,52
74,66,57,50
74,66,57,50
74,66,57,50
74,66,57,50
71,62,59,55
71,62,59,55
71,64,61,55
71,64,61,55
69,66,62,54
69,66,62,54
69,66,62,54
69,66,62,54
66,66,62,59
66,66,62,59
67,66,62,59
67,66,62,59
69,66,62,57
69,66,62,57
69,66,62,57
69,66,62,57
67,64,57,45
67,64,57,45
67,64,57,45
67,64,57,45
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
73,64,58,49
73,64,58,49
73,64,58,49
73,64,58,49
74,66,59,47
74,66,59,47
74,66,59,47
74,66,59,47
73,66,58,54
73,66,58,54
73,66,58,54
73,66,58,54
71,62,59,55
71,62,59,55
71,62,59,55
71,62,59,55
73,69,57,54
73,69,57,54
74,69,59,54
74,69,59,54
76,67,61,52
76,67,61,52
76,67,61,52
76,67,61,52
78,66,62,50
78,66,62,50
78,68,62,50
78,68,62,50
76,69,64,49
76,69,64,49
76,69,66,49
76,69,66,49
74,71,68,47
74,71,68,47
74,71,68,47
74,71,68,47
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
73,64,61,45
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
76,66,61,46
76,66,61,46
76,66,61,46
76,66,61,46
74,66,59,47
74,66,59,47
74,66,57,47
74,66,57,47
73,64,55,52
73,64,55,52
73,64,55,52
73,64,55,52
74,66,57,50
74,66,57,50
74,66,57,50
74,66,57,50
71,62,59,55
71,62,59,55
71,64,61,55
71,64,61,55
69,66,62,54
69,66,62,54
69,66,62,54
69,66,62,54
66,66,62,59
66,66,62,59
67,66,62,59
67,66,62,59
69,66,62,57
69,66,62,57
69,66,62,57
69,66,62,57
67,64,57,45
67,64,57,45
67,64,57,45
67,64,57,45
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
69,66,57,50
69,66,57,50
69,66,57,50
69,66,57,50
67,64,57,50
67,64,57,50
67,64,57,49
67,64,57,49
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
64,62,57,45
64,62,57,45
64,61,57,45
64,61,57,45
66,62,57,50
66,62,57,50
66,62,57,52
66,62,57,52
62,62,57,54
62,62,57,54
62,62,57,54
62,62,57,54
64,55,59,52
64,55,59,52
64,55,61,52
64,55,61,52
66,57,54,50
66,57,54,50
66,57,54,50
66,57,54,50
73,69,64,45
73,69,64,45
73,69,64,45
73,69,64,45
74,69,62,50
74,69,62,50
74,69,62,50
74,69,62,50
73,67,55,52
73,67,55,52
71,67,55,52
71,67,55,52
69,66,62,54
69,66,62,54
69,66,64,52
69,66,64,52
71,66,66,50
71,66,66,50
73,66,66,49
73,66,66,49
74,66,66,47
74,66,66,47
74,71,62,47
74,71,62,47
76,71,59,52
76,71,59,52
76,71,64,52
76,71,64,52
73,69,64,45
73,69,64,45
73,69,64,45
73,69,64,45
78,69,62,50
78,69,62,50
78,69,62,50
78,69,62,50
76,69,61,57
76,69,61,57
76,69,66,57
76,69,66,57
73,69,64,45
73,69,64,45
74,69,62,47
74,69,62,47
76,64,61,49
76,64,61,49
76,66,61,50
76,66,61,50
71,67,59,52
71,67,59,52
71,66,59,50
71,66,59,50
69,64,52,49
69,64,52,49
69,62,52,47
69,62,52,47
67,64,57,49
67,64,57,49
67,64,57,45
67,64,57,45
66,62,57,50
66,62,57,50
66,62,57,50
66,62,57,50
64,61,57,57
64,61,57,57
64,61,57,56
64,61,57,56
69,61,57,54
69,61,57,54
69,69,57,54
69,69,57,54
71,68,64,52
71,68,64,52
71,66,62,54
71,66,62,54
73,64,64,55
73,64,64,55
74,66,62,55
74,66,62,55
76,67,61,46
