note0,note1,note2,note3
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
67,64,59,52
67,64,59,52
67,64,59,53
67,64,59,53
67,64,59,52
67,64,59,52
67,64,59,50
67,64,59,50
69,64,60,48
69,64,60,48
69,64,60,57
69,64,60,57
71,65,62,57
71,65,62,57
71,64,62,56
71,64,62,56
72,64,60,57
72,64,60,57
72,69,64,48
72,69,64,48
71,69,65,50
71,69,65,50
71,68,64,52
71,68,62,52
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
67,64,59,52
67,64,59,52
67,65,59,50
67,65,59,50
72,67,64,48
72,67,64,48
72,69,64,48
72,69,64,48
71,69,65,50
71,69,65,50
71,67,64,55
71,65,62,55
72,67,60,52
72,67,60,52
72,67,60,48
72,67,60,48
69,67,60,53
69,67,60,53
69,65,60,53
69,65,60,53
67,65,60,48
67,65,60,48
67,64,60,48
67,64,58,48
65,64,57,50
65,64,57,50
65,62,59,50
65,60,57,50
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,55,52
64,59,55,52
64,59,55,52
64,59,55,52
67,64,59,52
67,64,59,52
67,64,59,53
67,64,59,53
67,64,59,52
67,64,59,52
67,64,59,50
67,64,59,50
69,64,60,48
69,64,60,48
69,64,60,57
69,64,60,57
71,65,62,57
71,65,62,57
71,64,62,56
71,64,62,56
72,64,60,57
72,64,60,57
72,69,64,48
72,69,64,48
71,69,65,50
71,69,65,50
71,68,64,52
71,68,62,52
69,64,60,45
69,64,60,45
69,64,60,45
69,64,60,45
67,64,59,52
67,64,59,52
67,65,59,50
67,65,59,50
72,67,64,48
72,67,64,48
72,69,64,48
72,69,64,48
71,69,65,50
71,69,65,50
71,67,64,55
71,65,62,55
72,67,60,52
72,67,60,52
72,67,60,48
72,67,60,48
69,67,60,53
69,67,60,53
69,65,60,53
69,65,60,53
67,65,60,48
67,65,60,48
67,64,60,48
67,64,58,48
65,64,57,50
65,64,57,50
65,62,59,50
65,60,57,50
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,60,57,57
64,60,57,57
64,60,57,55
64,60,57,55
69,65,60,53
69,65,60,53
69,65,60,52
69,65,60,52
69,65,62,50
69,65,62,50
69,65,62,48
69,65,62,48
67,65,62,47
67,65,62,47
67,64,60,48
67,62,60,48
72,64,55,47
72,64,55,47
72,66,57,45
72,66,57,45
71,67,50,43
71,62,50,43
71,67,62,47
71,67,62,47
69,67,64,48
69,67,64,48
69,66,62,50
69,66,60,50
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,64,60,48
67,64,60,48
67,64,60,47
67,64,60,47
72,64,60,45
72,64,60,45
72,64,60,47
72,64,60,47
67,64,60,48
67,64,60,48
67,62,58,40
67,62,58,40
69,60,57,41
69,60,57,41
69,59,57,43
69,59,57,43
64,61,57,45
64,61,57,45
64,62,57,47
64,62,57,47
69,64,57,49
69,64,57,49
67,64,57,45
67,64,57,45
65,64,57,50
65,64,57,50
65,62,57,50
65,62,57,50
64,62,57,45
64,62,57,45
64,61,57,45
64,61,57,45
64,60,57,57
64,60,57,57
64,60,57,55
64,60,57,55
69,60,57,53
69,60,57,53
69,63,60,53
69,63,60,53
69,63,60,54
69,63,60,54
69,62,59,54
69,62,57,54
67,62,59,55
67,62,59,55
65,62,59,55
65,62,59,55
64,60,60,57
64,60,60,57
64,60,59,55
64,60,59,55
65,60,57,53
65,60,57,53
65,60,57,50
65,60,57,50
62,60,55,55
62,60,55,55
62,59,55,43
62,59,50,43
60,55,52,48
60,55,52,48
60,55,52,48
60,55,52,48
60,55,52,48
60,55,52,48
60,55,52,48
60,55,52,48
67,62,55,47
67,62,55,47
67,62,55,47
67,62,55,47
67,64,60,48
67,64,60,48
67,62,62,47
67,62,62,47
69,60,64,45
69,60,64,45
69,60,65,45
69,60,65,45
71,62,67,43
71,62,67,43
71,62,67,41
71,62,67,41
72,64,55,40
72,64,55,40
72,65,55,38
72,65,55,38
67,67,60,40
67,67,60,40
67,64,60,36
67,64,60,36
69,65,60,41
69,65,60,41
69,65,60,45
69,65,60,45
67,65,60,48
67,65,60,48
67,64,60,48
67,64,58,48
65,64,57,50
65,64,57,50
65,62,59,50
65,62,60,50
65,62,59,50
65,62,59,50
65,60,57,50
65,60,57,50
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
64,59,56,52
