note0,note1,note2,note3
74,67,58,55
74,67,58,55
74,66,60,57
74,66,60,57
74,67,62,58
74,67,62,58
74,67,62,60
74,67,62,60
69,66,62,62
69,66,62,62
69,66,62,62
69,66,62,62
70,67,62,60
70,67,62,60
70,67,62,58
70,67,62,58
72,67,60,57
72,67,60,57
72,66,60,57
72,66,60,57
70,67,62,55
70,67,62,55
69,67,62,55
69,67,62,55
69,67,63,48
69,67,63,48
69,67,63,48
69,67,63,48
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
70,67,62,55
70,67,62,55
70,67,62,53
70,67,62,53
70,67,55,51
70,67,55,51
70,65,55,50
70,65,55,50
69,63,55,48
69,63,55,48
69,62,54,50
69,62,54,50
67,62,55,51
67,62,55,51
67,60,55,51
67,60,55,51
66,60,57,45
66,60,57,45
66,60,60,45
66,60,60,45
67,62,58,43
67,62,58,43
67,62,55,43
67,62,55,43
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
74,67,58,55
74,67,58,55
74,66,60,57
74,66,60,57
74,67,62,58
74,67,62,58
74,67,62,60
74,67,62,60
69,66,62,62
69,66,62,62
69,66,62,62
69,66,62,62
70,67,62,60
70,67,62,60
70,67,62,58
70,67,62,58
72,67,60,57
72,67,60,57
72,66,60,57
72,66,60,57
70,67,62,55
70,67,62,55
69,67,62,55
69,67,62,55
69,67,63,48
69,67,63,48
69,67,63,48
69,67,63,48
69,66,62,50
69,66,62,50
69,66,60,50
69,66,60,50
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
67,62,58,43
70,67,62,55
70,67,62,55
70,67,62,53
70,67,62,53
70,67,55,51
70,67,55,51
70,65,55,50
70,65,55,50
69,63,55,48
69,63,55,48
69,62,54,50
69,62,54,50
67,62,55,51
67,62,55,51
67,60,55,51
67,60,55,51
66,60,57,45
66,60,57,45
66,60,60,45
66,60,60,45
67,62,58,43
67,62,58,43
67,62,55,43
67,62,55,43
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,62,54,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
70,67,62,55
70,67,62,55
70,67,62,53
70,67,62,53
72,67,60,52
72,67,60,52
72,67,60,52
72,67,60,52
69,65,60,53
69,65,60,53
69,65,60,52
69,65,60,52
70,65,58,50
70,65,58,50
70,65,60,50
70,65,60,50
69,65,62,48
69,65,62,48
67,65,62,46
67,65,62,46
67,65,60,48
67,65,60,48
67,65,60,48
67,65,60,48
67,64,60,48
67,64,60,48
67,64,58,48
67,64,58,48
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
65,60,57,41
70,65,62,50
70,65,62,50
70,65,62,50
70,65,62,50
72,65,57,53
72,65,57,53
72,65,57,53
72,65,57,53
74,65,58,58
74,65,58,58
74,63,58,60
74,63,58,60
70,65,58,62
70,65,58,62
70,62,58,58
70,62,58,58
75,67,58,55
75,67,58,55
75,67,60,57
75,67,60,57
74,67,62,58
74,67,62,58
74,67,58,55
74,67,58,55
72,67,55,51
72,67,55,51
72,67,63,48
72,67,63,48
72,65,57,53
72,65,57,53
72,63,57,53
72,63,57,53
70,62,58,46
70,62,58,46
70,62,58,46
70,62,58,46
70,62,58,46
70,62,58,46
70,62,58,46
70,62,58,46
69,65,60,53
69,65,60,53
69,65,60,53
69,65,60,53
70,63,58,55
70,63,58,55
70,62,58,55
70,62,58,55
72,60,65,57
72,60,65,57
72,60,63,57
72,60,63,57
74,65,62,58
74,65,62,58
74,67,62,57
74,67,62,57
72,69,62,55
72,69,62,55
72,69,62,54
72,69,62,54
70,67,62,55
70,67,62,55
70,67,62,55
70,67,62,55
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
69,66,62,50
67,67,62,58
67,67,62,58
67,67,62,57
67,67,62,57
69,62,62,55
69,62,62,55
69,62,62,54
69,62,62,54
70,67,62,55
70,67,62,55
70,67,62,53
70,67,62,53
72,67,60,51
72,67,60,51
70,67,62,50
70,67,62,50
69,67,63,48
69,67,63,48
69,67,60,45
69,67,60,45
69,66,57,48
69,66,57,48
67,66,62,48
67,66,62,48
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
67,62,59,43
